"","year","date","block","plot","treatment","moose.cage","trap.type","trap.num","genus","species","code","abundance"
"1417",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","18","Camponotus","pennsylvanicus","campen",1
"1418",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","20","Aphaenogaster","picea","aphpic",1
"1419",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","21","Aphaenogaster","picea","aphpic",1
"1420",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","22","Camponotus","pennsylvanicus","campen",1
"1421",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","25","Aphaenogaster","picea","aphpic",2
"1422",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","3","Aphaenogaster","picea","aphpic",4
"1423",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","3","Camponotus","pennsylvanicus","campen",4
"1424",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","4","Camponotus","pennsylvanicus","campen",1
"1425",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","4","Formica","subsericea","forsub3",1
"1426",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","5","Aphaenogaster","picea","aphpic",1
"1427",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","5","Formica","neogagates","forneo1",1
"1428",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","5","Formica","subsericea","forsub3",1
"1429",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","6","Aphaenogaster","picea","aphpic",1
"1430",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","7","Aphaenogaster","picea","aphpic",1
"1431",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","7","Camponotus","pennsylvanicus","campen",1
"1432",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","8","Camponotus","pennsylvanicus","campen",1
"1433",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","8","Formica","subsericea","forsub3",1
"1434",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","9","Aphaenogaster","picea","aphpic",3
"1435",2012,"2012-07-11","Ridge",4,"Logged","Interior","pitfall","9","Camponotus","pennsylvanicus","campen",1
"1436",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","10","Aphaenogaster","picea","aphpic",1
"1437",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","13","Aphaenogaster","picea","aphpic",1
"1438",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","16","Aphaenogaster","fulva","aphful",3
"1439",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","16","Aphaenogaster","picea","aphpic",3
"1440",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","17","Camponotus","pennsylvanicus","campen",1
"1441",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","2","Aphaenogaster","picea","aphpic",2
"1442",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","2","Camponotus","pennsylvanicus","campen",1
"1443",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","20","Aphaenogaster","picea","aphpic",1
"1444",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","20","Camponotus","pennsylvanicus","campen",1
"1445",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","21","Aphaenogaster","picea","aphpic",1
"1446",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","23","Aphaenogaster","picea","aphpic",1
"1447",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","23","Camponotus","pennsylvanicus","campen",2
"1448",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","25","Camponotus","pennsylvanicus","campen",1
"1449",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","3","Aphaenogaster","picea","aphpic",3
"1450",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","4","Camponotus","pennsylvanicus","campen",2
"1451",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","5","Aphaenogaster","picea","aphpic",1
"1452",2012,"2012-07-11","Ridge",5,"Girdled","Exterior","pitfall","7","Aphaenogaster","picea","aphpic",1
"1453",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","1","Camponotus","pennsylvanicus","campen",1
"1454",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","10","Aphaenogaster","picea","aphpic",3
"1455",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","17","Temnothorax","longispinosus","temlon",1
"1456",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","18","Temnothorax","longispinosus","temlon",1
"1457",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","20","Camponotus","pennsylvanicus","campen",1
"1458",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","21","Aphaenogaster","picea","aphpic",1
"1459",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","23","Temnothorax","longispinosus","temlon",1
"1460",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","24","Aphaenogaster","picea","aphpic",1
"1461",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","25","Aphaenogaster","picea","aphpic",2
"1462",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","25","Camponotus","pennsylvanicus","campen",2
"1463",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","4","Aphaenogaster","picea","aphpic",3
"1464",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","4","Formica","subsericea","forsub3",4
"1465",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","5","Aphaenogaster","picea","aphpic",3
"1466",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","6","Aphaenogaster","picea","aphpic",2
"1467",2012,"2012-07-11","Ridge",5,"Girdled","Interior","pitfall","7","Aphaenogaster","picea","aphpic",1
"1468",2012,"2012-07-11","Ridge",6,"HemlockControl","Exterior","pitfall","19","Aphaenogaster","picea","aphpic",1
"1469",2012,"2012-07-11","Ridge",6,"HemlockControl","Exterior","pitfall","7","Aphaenogaster","picea","aphpic",1
"1470",2012,"2012-07-11","Ridge",6,"HemlockControl","Exterior","pitfall","8","Aphaenogaster","picea","aphpic",1
"1471",2012,"2012-07-11","Ridge",6,"HemlockControl","Interior","pitfall","11","Aphaenogaster","picea","aphpic",1
"1472",2012,"2012-07-11","Ridge",6,"HemlockControl","Interior","pitfall","17","Aphaenogaster","picea","aphpic",1
"1473",2012,"2012-07-11","Ridge",6,"HemlockControl","Interior","pitfall","25","Aphaenogaster","picea","aphpic",2
"1474",2012,"2012-07-11","Ridge",6,"HemlockControl","Interior","pitfall","5","Aphaenogaster","picea","aphpic",1
"1475",2012,"2012-07-11","Ridge",6,"HemlockControl","Interior","pitfall","7","Aphaenogaster","picea","aphpic",1
"1476",2012,"2012-07-11","Ridge",6,"HemlockControl","Interior","pitfall","9","Aphaenogaster","picea","aphpic",1
"1477",2012,"2012-07-11","Ridge",7,"HardwoodControl","Exterior","pitfall","22","Lasius","americanus","lasame",1
"1478",2012,"2012-07-11","Ridge",7,"HardwoodControl","Exterior","pitfall","4","Camponotus","pennsylvanicus","campen",1
"1479",2012,"2012-07-11","Ridge",7,"HardwoodControl","Exterior","pitfall","5","Aphaenogaster","picea","aphpic",1
"1480",2012,"2012-07-11","Ridge",7,"HardwoodControl","Exterior","pitfall","5","Camponotus","pennsylvanicus","campen",5
"1481",2012,"2012-07-11","Ridge",7,"HardwoodControl","Interior","pitfall","12","Camponotus","pennsylvanicus","campen",1
"1482",2012,"2012-07-11","Ridge",7,"HardwoodControl","Interior","pitfall","18","Aphaenogaster","picea","aphpic",1
"1483",2012,"2012-07-11","Ridge",7,"HardwoodControl","Interior","pitfall","2","Aphaenogaster","picea","aphpic",1
"1484",2012,"2012-07-11","Ridge",7,"HardwoodControl","Interior","pitfall","21","Aphaenogaster","picea","aphpic",2
"1485",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","11","Aphaenogaster","picea","aphpic",2
"1486",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","11","Camponotus","pennsylvanicus","campen",1
"1487",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","16","Aphaenogaster","picea","aphpic",1
"1488",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","16","Stenamma","brevicorne","stebre",1
"1489",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","17","Camponotus","pennsylvanicus","campen",1
"1490",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","19","Camponotus","nearcticus","camnea",1
"1491",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","19","Camponotus","pennsylvanicus","campen",1
"1492",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","2","Camponotus","pennsylvanicus","campen",1
"1493",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","24","Aphaenogaster","picea","aphpic",7
"1494",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","3","Aphaenogaster","picea","aphpic",1
"1495",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","6","Aphaenogaster","picea","aphpic",2
"1496",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","6","Camponotus","pennsylvanicus","campen",2
"1497",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","7","Aphaenogaster","picea","aphpic",1
"1498",2012,"2012-07-11","Valley",1,"Girdled","Exterior","pitfall","9","Camponotus","pennsylvanicus","campen",1
"1499",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","10","Camponotus","pennsylvanicus","campen",1
"1500",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","13","Aphaenogaster","picea","aphpic",2
"1501",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","19","Aphaenogaster","picea","aphpic",1
"1502",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","20","Aphaenogaster","picea","aphpic",2
"1503",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","22","Aphaenogaster","picea","aphpic",1
"1504",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","23","Camponotus","pennsylvanicus","campen",2
"1505",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","25","Aphaenogaster","picea","aphpic",1
"1506",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","25","Stenamma","diecki","stedie",1
"1507",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","3","Aphaenogaster","picea","aphpic",2
"1508",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","3","Myrmica","punctiventris","myrpun",1
"1509",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","5","Camponotus","pennsylvanicus","campen",1
"1510",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","6","Aphaenogaster","picea","aphpic",1
"1511",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","7","Formica","subaenescens","forsub1",1
"1512",2012,"2012-07-11","Valley",1,"Girdled","Interior","pitfall","8","Camponotus","pennsylvanicus","campen",1
"1513",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","1","Camponotus","pennsylvanicus","campen",1
"1514",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","11","Formica","subsericea","forsub3",3
"1515",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","11","Lasius","americanus","lasame",1
"1516",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","12","Formica","subaenescens","forsub1",1
"1517",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","12","Lasius","americanus","lasame",1
"1518",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","12","Myrmica","punctiventris","myrpun",1
"1519",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","13","Aphaenogaster","picea","aphpic",1
"1520",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","13","Formica","subsericea","forsub3",2
"1521",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","14","Tapinoma","sessile","tapses",1
"1522",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","15","Camponotus","novaeboracensis","camnov",1
"1523",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","16","Camponotus","novaeboracensis","camnov",2
"1524",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","17","Aphaenogaster","picea","aphpic",1
"1525",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","17","Camponotus","pennsylvanicus","campen",2
"1526",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","17","Formica","subaenescens","forsub1",1
"1527",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","2","Aphaenogaster","picea","aphpic",1
"1528",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","21","Aphaenogaster","picea","aphpic",2
"1529",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","21","Camponotus","pennsylvanicus","campen",2
"1530",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","21","Formica","subaenescens","forsub1",7
"1531",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","22","Aphaenogaster","picea","aphpic",1
"1532",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","22","Camponotus","pennsylvanicus","campen",1
"1533",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","23","Aphaenogaster","picea","aphpic",4
"1534",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","23","Formica","subsericea","forsub3",1
"1535",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","24","Camponotus","pennsylvanicus","campen",1
"1536",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","24","Formica","subaenescens","forsub1",1
"1537",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","25","Aphaenogaster","picea","aphpic",2
"1538",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","25","Camponotus","pennsylvanicus","campen",1
"1539",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","3","Myrmica","punctiventris","myrpun",1
"1540",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","4","Camponotus","pennsylvanicus","campen",1
"1541",2012,"2012-07-11","Valley",2,"Logged","Exterior","pitfall","7","Camponotus","pennsylvanicus","campen",2
"1542",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","1","Camponotus","novaeboracensis","camnov",1
"1543",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","1","Camponotus","pennsylvanicus","campen",1
"1544",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","1","Myrmica","AF-scu","myrscu",1
"1545",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","10","Aphaenogaster","picea","aphpic",1
"1546",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","10","Formica","dolosa","fordol",1
"1547",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","10","Myrmica","punctiventris","myrpun",1
"1548",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","11","Formica","subsericea","forsub3",4
"1549",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","12","Myrmica","AF-scu","myrscu",1
"1550",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","13","Formica","subaenescens","forsub1",1
"1551",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","13","Myrmica","punctiventris","myrpun",1
"1552",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","15","Camponotus","novaeboracensis","camnov",1
"1553",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","15","Myrmica","punctiventris","myrpun",1
"1554",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","16","Aphaenogaster","picea","aphpic",3
"1555",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","16","Myrmica","AF-scu","myrscu",1
"1556",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","17","Aphaenogaster","picea","aphpic",1
"1557",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","19","Aphaenogaster","picea","aphpic",1
"1558",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","19","Lasius","americanus","lasame",1
"1559",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","19","Myrmica","punctiventris","myrpun",1
"1560",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","2","Aphaenogaster","picea","aphpic",1
"1561",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","2","Camponotus","novaeboracensis","camnov",1
"1562",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","2","Camponotus","pennsylvanicus","campen",1
"1563",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","2","Formica","dolosa","fordol",1
"1564",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","2","Formica","neogagates","forneo1",1
"1565",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","2","Myrmica","AF-scu","myrscu",2
"1566",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","20","Camponotus","pennsylvanicus","campen",1
"1567",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","21","Camponotus","pennsylvanicus","campen",1
"1568",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","21","Formica","subaenescens","forsub1",1
"1569",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","22","Aphaenogaster","picea","aphpic",1
"1570",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","22","Camponotus","pennsylvanicus","campen",1
"1571",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","24","Camponotus","pennsylvanicus","campen",3
"1572",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","24","Formica","subsericea","forsub3",1
"1573",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","24","Myrmica","punctiventris","myrpun",1
"1574",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","25","Camponotus","pennsylvanicus","campen",1
"1575",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","3","Formica","neogagates","forneo1",2
"1576",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","3","Formica","subsericea","forsub3",2
"1577",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","4","Myrmica","AF-scu","myrscu",2
"1578",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","5","Aphaenogaster","picea","aphpic",1
"1579",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","6","Formica","subsericea","forsub3",3
"1580",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","6","Myrmica","AF-scu","myrscu",5
"1581",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","7","Camponotus","pennsylvanicus","campen",1
"1582",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","7","Myrmica","punctiventris","myrpun",1
"1583",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","8","Aphaenogaster","picea","aphpic",1
"1584",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","8","Formica","subsericea","forsub3",1
"1585",2012,"2012-07-11","Valley",2,"Logged","Interior","pitfall","8","Myrmica","punctiventris","myrpun",1
"1586",2012,"2012-07-11","Valley",3,"HemlockControl","Exterior","pitfall","25","Aphaenogaster","picea","aphpic",1
"1587",2012,"2012-07-11","Valley",3,"HemlockControl","Exterior","pitfall","7","Aphaenogaster","picea","aphpic",2
"1588",2012,"2012-07-11","Valley",3,"HemlockControl","Interior","pitfall","12","Camponotus","pennsylvanicus","campen",1
"1589",2012,"2012-07-11","Valley",3,"HemlockControl","Interior","pitfall","19","Aphaenogaster","picea","aphpic",1
"1590",2012,"2012-07-11","Valley",3,"HemlockControl","Interior","pitfall","22","Camponotus","pennsylvanicus","campen",1
"1591",2012,"2012-07-11","Valley",3,"HemlockControl","Interior","pitfall","4","Camponotus","pennsylvanicus","campen",1
"1592",2012,"2012-07-11","Valley",3,"HemlockControl","Interior","pitfall","5","Aphaenogaster","picea","aphpic",1
"1593",2012,"2012-07-11","Valley",3,"HemlockControl","Interior","pitfall","7","Camponotus","pennsylvanicus","campen",3
"1594",2012,"2012-07-11","Valley",3,"HemlockControl","Interior","pitfall","9","Camponotus","pennsylvanicus","campen",1
"1595",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","1","Camponotus","pennsylvanicus","campen",1
"1596",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","1","Formica","subsericea","forsub3",1
"1597",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","10","Aphaenogaster","picea","aphpic",4
"1598",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","15","Aphaenogaster","picea","aphpic",1
"1599",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","15","Formica","pergandei","forper",1
"1600",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","18","Formica","pergandei","forper",1
"1601",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","19","Myrmica","punctiventris","myrpun",1
"1602",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","19","Temnothorax","longispinosus","temlon",1
"1603",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","2","Formica","subsericea","forsub3",2
"1604",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","20","Aphaenogaster","picea","aphpic",3
"1605",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","20","Temnothorax","longispinosus","temlon",1
"1606",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","21","Aphaenogaster","picea","aphpic",1
"1607",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","24","Aphaenogaster","picea","aphpic",1
"1608",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","25","Aphaenogaster","picea","aphpic",1
"1609",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","3","Aphaenogaster","picea","aphpic",2
"1610",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","3","Formica","neogagates","forneo1",1
"1611",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","3","Myrmica","punctiventris","myrpun",2
"1612",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","4","Aphaenogaster","picea","aphpic",1
"1613",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","4","Camponotus","pennsylvanicus","campen",1
"1614",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","4","Myrmica","punctiventris","myrpun",1
"1615",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","5","Aphaenogaster","picea","aphpic",1
"1616",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","6","Formica","pergandei","forper",1
"1617",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","8","Camponotus","pennsylvanicus","campen",2
"1618",2012,"2012-07-11","Valley",8,"HardwoodControl","Exterior","pitfall","9","Aphaenogaster","picea","aphpic",3
"1619",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","10","Formica","pergandei","forper",91
"1620",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","11","Aphaenogaster","picea","aphpic",1
"1621",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","11","Formica","lasioides","forlas",1
"1622",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","16","Camponotus","pennsylvanicus","campen",1
"1623",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","16","Formica","pergandei","forper",24
"1624",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","17","Formica","pergandei","forper",4
"1625",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","19","Formica","pergandei","forper",1
"1626",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","19","Formica","subsericea","forsub3",1
"1627",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","20","Formica","pergandei","forper",4
"1628",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","22","Camponotus","pennsylvanicus","campen",1
"1629",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","22","Myrmica","punctiventris","myrpun",2
"1630",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","24","Aphaenogaster","picea","aphpic",96
"1631",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","5","Camponotus","pennsylvanicus","campen",1
"1632",2012,"2012-07-11","Valley",8,"HardwoodControl","Interior","pitfall","5","Formica","subsericea","forsub3",3
"1633",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","1","Aphaenogaster","picea","aphpic",2
"1634",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","1","Formica","subsericea","forsub3",6
"1635",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","10","Aphaenogaster","picea","aphpic",2
"1636",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","11","Aphaenogaster","picea","aphpic",2
"1637",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","11","Camponotus","pennsylvanicus","campen",1
"1638",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","11","Formica","subsericea","forsub3",8
"1639",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","12","Aphaenogaster","fulva","aphful",2
"1640",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","12","Aphaenogaster","picea","aphpic",2
"1641",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","12","Formica","subsericea","forsub3",1
"1642",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","13","Aphaenogaster","picea","aphpic",5
"1643",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","13","Camponotus","pennsylvanicus","campen",1
"1644",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","13","Formica","subsericea","forsub3",4
"1645",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","14","Aphaenogaster","picea","aphpic",3
"1646",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","14","Camponotus","pennsylvanicus","campen",1
"1647",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","14","Formica","subsericea","forsub3",4
"1648",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","15","Aphaenogaster","picea","aphpic",5
"1649",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","15","Camponotus","pennsylvanicus","campen",1
"1650",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","15","Formica","subsericea","forsub3",1
"1651",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","16","Aphaenogaster","picea","aphpic",1
"1652",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","16","Formica","subsericea","forsub3",3
"1653",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Aphaenogaster","picea","aphpic",8
"1654",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Camponotus","novaeboracensis","camnov",1
"1655",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Camponotus","pennsylvanicus","campen",1
"1656",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Crematogaster","lineolata","crelin",1
"1657",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Formica","subsericea","forsub3",8
"1658",2013,"2013-07-17","Ridge",4,"Logged","Exterior","pitfall","17","Lasius","americanus","lasame",1
